Row,E1,E2,E3,E4,E5
Excess,3.13025468976332,0.0257815820558965,0.0372499290437248,0.125396937480392,0.158031446558026
Impact,0.00566099250906937,0.00760691822167222,2.90390261447478e-05,0.262797705316168,1.71485099144238e-06
Absorption,NaN,NaN,NaN,NaN,NaN
